FirstName,LastName,BirthDate,Gender,Address,City,State,ZipCode,PhoneNumber,Email,SmokerStatus,Height,Weight,Occupation,AnnualIncome,PolicyNumber,PolicyType,IssueDate,MaturityDate,DeathBenefitAmount,PremiumAmount,PremiumFrequency,CashValue,SurrenderChargePercent,Status,RiskClass,UnderwritingDecision,BeneficiaryFirstName,BeneficiaryLastName,RelationshipToInsured,BeneficiaryType,PercentageShare,BeneficiaryAddress,BeneficiaryCity,BeneficiaryState,BeneficiaryZipCode,BeneficiaryPhone,BeneficiaryEmail,PaymentDate,PaymentAmount,PaymentMethod,PaymentStatus,ReferenceNumber,DueDate,LateFee,ProcessedBy
Christopher,Simmons,1994-01-02,M,1448 Charles Drives,Port Sharonbury,CA,99912,621-375-1887x817,kristina52@example.com,N,71.4,194.7,Engineer,111355.48,LI97009145,Whole Life,2017-05-23,2086-05-06,590000.0,212.4,Monthly,7654.41,12.0,Active,Standard,Rated,Ruth,Simmons,Child,Primary,100.0,22400 Dennis Ports Apt. 758,New Jeremyton,SC,06414,(728)974-0897,molly35@example.org,2020-11-03,212.4,Check,Completed,CHK-78541940,2020-11-03,0.0,Customer Service
Anthony,George,1955-01-03,M,407 James Passage Apt. 817,South Edward,GA,79227,(782)444-8500x72889,fwelch@example.org,N,67.6,189.4,Mechanic,44813.68,LI32158182,Universal,2017-05-23,2047-05-16,450000.0,303.75,Monthly,10032.71,12.0,Active,Standard,Approved,Deborah,George,Child,Primary,58.0,407 James Passage Apt. 817,South Edward,GA,79227,+1-675-734-0732,gsummers@example.net,2021-09-29,303.75,Cash,Completed,CSH-67419728,2021-09-29,0.0,System
Jennifer,Olson,1996-07-30,F,8330 Romero Park Apt. 383,Nicholstown,NE,06920,945-379-2326,judith85@example.net,N,61.1,145.5,Manager,46368.29,LI32748484,Universal,2021-05-22,2092-05-04,220000.0,28.51,Monthly,292.23,16.0,Active,Preferred,Rated,Gary,Daniel,Parent,Primary,100.0,1579 Wilson Green Apt. 823,Devinside,GA,08333,+1-478-386-2235x342,rachelmoore@example.net,2021-09-23,28.51,Credit Card,Completed,CC-50041330,2021-09-19,10.0,System
Thomas,Morales,1976-03-06,M,0321 Carrie Alley,Rodriguezchester,IA,67779,+1-652-677-8956x13371,brittany29@example.com,N,66.8,185.3,Project Manager,129412.59,LI74318503,Universal,2018-05-23,2069-05-10,790000.0,170.64,Monthly,4361.89,13.0,Active,Preferred,Approved,Kevin,Smith,Parent,Primary,100.0,796 Moore Mount Suite 097,Edwardbury,MP,77437,+1-713-385-4131x744,johnny23@example.org,2025-02-15,170.64,Cash,Completed,CSH-39240013,2025-02-15,0.0,Auto-Payment
Wendy,Johnson,1988-02-29,F,806 Faith Turnpike Apt. 504,Lake Patriciastad,WV,51639,(795)679-0012x4825,ian86@example.com,N,65.1,178.2,Office Manager,39803.61,LI52708357,Indexed Universal,2018-05-23,2081-05-07,360000.0,466.56,Quarterly,4858.92,13.0,Active,Substandard,Approved,Benjamin,Johnson,Spouse,Primary,100.0,1905 Joseph Ways,Contrerasmouth,MS,18928,730.694.7976,joseday@example.com,2022-07-31,466.56,Cash,Completed,CSH-62012028,2022-07-31,0.0,Auto-Payment
Henry,Garcia,1977-11-13,M,88261 Smith Trafficway,Jeremyfurt,MN,39728,(262)784-1772x256,danielmitchell@example.org,Y,74.0,188.4,Mechanic,38092.73,LI20865449,Indexed Universal,2020-05-22,2072-05-09,180000.0,64.8,Monthly,1174.78,15.0,Active,Standard,Approved,Lawrence,Garcia,Child,Primary,100.0,6604 Ryan Locks,Wilsonside,NC,10465,(618)727-7347x74967,stevenyoung@example.org,2020-09-19,64.8,Cash,Completed,CSH-95372765,2020-09-19,0.0,Customer Service
Laura,Green,1968-11-07,F,17426 Vaughn Route,Michaelbury,IN,18008,927.795.6878x3391,starkdaniel@example.net,Y,65.3,216.0,Pharmacist,117892.43,LI96331888,Variable,2023-05-22,2066-05-11,1110000.0,2424.24,Semi-annually,1303.43,18.0,Active,Preferred,Approved,John,Green,Sibling,Primary,100.0,37793 Christopher Spring,East Sarah,AK,10564,(431)585-2002x3915,hebertjohn@example.com,2023-05-17,2424.24,Cash,Completed,CSH-90967263,2023-05-22,0.0,Auto-Payment
Andre,Martinez,1957-01-08,M,47165 Smith Ranch,Matthewstad,IL,40318,(999)879-9070x75504,hendersonbrenda@example.com,N,72.5,225.9,Police Officer,34493.7,LI68723140,Term,2020-05-22,2050-05-15,260000.0,29.25,Monthly,0.0,0.0,Active,Standard,Rated,Martinez Family,Trust,Trust,Primary,31.0,303 Tracy Ranch Suite 099,South Michael,IL,64314,(684)781-4196x79918,hansonaaron@example.net,2024-07-30,29.25,Bank Transfer,Completed,ACH-49297090,2024-07-30,0.0,Customer Service
Michael,Rivas,1945-11-10,M,2506 Tara Manor Suite 685,East Lorettaton,VI,55774,001-627-667-2935x09793,charlesjohnston@example.com,N,69.8,189.5,Sales Representative,44504.93,LI05261525,Whole Life,2015-05-24,2035-05-19,200000.0,135.0,Monthly,5306.42,10.0,Active,Preferred Plus,Approved,Lindsay,Rivas,Child,Primary,100.0,2506 Tara Manor Suite 685,East Lorettaton,VI,55774,001-435-861-4008x145,powellbrittany@example.org,2015-05-24,135.0,Credit Card,Pending,CC-96442223,2015-05-24,0.0,Auto-Payment
Martha,Johnson,1973-01-23,F,50238 Glass Shore Apt. 371,West Tinachester,PA,97401,+1-718-872-4010x783,oturner@example.org,N,64.0,181.1,Driver,36506.26,LI30022174,Term,2020-05-22,2030-05-20,170000.0,11.47,Monthly,0.0,0.0,Active,Standard,Approved,Johnson Family,Trust,Trust,Primary,100.0,392 Miller Court,New Mary,CT,80501,+1-379-921-6501,stephen01@example.net,2022-02-06,11.47,Bank Transfer,Completed,ACH-85091168,2022-02-11,0.0,Agent
Justin,Myers,1985-09-15,M,20293 Natasha Turnpike Suite 884,Melissaport,VT,35695,+1-412-630-8340,josephgibbs@example.net,N,67.0,230.7,Chef,65863.72,LI42258597,Term,2023-05-22,2043-05-17,730000.0,32.85,Monthly,0.0,0.0,Active,Standard,Approved,Sandra,Myers,Sibling,Primary,34.0,7610 Tammy Walks,Stanleystad,KS,39003,890-943-7702,riverajamie@example.com,2025-03-22,32.85,Check,Completed,CHK-23016604,2025-03-12,10.0,Customer Service
Andrea,Lee,1987-07-22,F,21298 Joel Common,Hardyport,GA,95092,936.529.3449,michelle71@example.com,N,60.5,168.2,Customer Service Representative,60477.21,LI96149380,Term,2016-05-23,2036-05-18,400000.0,240.0,Annually,0.0,0.0,Active,Substandard,Approved,James,Meadows,Parent,Primary,65.0,67486 Jefferson Locks,Lynnborough,WI,43098,953-247-4392,jacksonstephen@example.org,2021-05-18,240.0,Cash,Completed,CSH-02473016,2021-05-22,0.0,Auto-Payment
James,Reed,1947-09-18,M,6277 Bowers Wall,Shannonmouth,WA,93219,(559)920-2461x75202,rebecca26@example.org,N,66.8,199.3,Engineer,88594.1,LI90814673,Term,2018-05-23,2038-05-18,990000.0,167.06,Monthly,0.0,0.0,Active,Substandard,Approved,Kathy,Reed,Sibling,Primary,72.0,893 Bobby Underpass Apt. 898,North Timothybury,FL,95833,(674)678-3019,smithstacey@example.org,2022-03-03,167.06,Cash,Completed,CSH-74475247,2022-03-03,0.0,System
Darlene,Smith,1949-05-15,F,762 Renee Viaduct,Sheilaport,HI,83990,(456)478-7188,shannonday@example.net,Y,65.3,170.4,Office Manager,53626.75,LI67612636,Variable,2016-05-23,2040-05-17,540000.0,1020.6,Quarterly,15546.13,11.0,Active,Preferred,Approved,Harold,Smith,Child,Primary,100.0,44148 Edgar Throughway Apt. 025,Williamside,MN,43214,739.239.7426x085,tonyalong@example.com,2023-04-17,1020.6,Credit Card,Completed,CC-53877120,2023-04-17,0.0,System
Joe,Kim,1984-08-09,M,20878 Paula Neck Apt. 151,Ashleytown,VT,78847,862.463.7484x5398,michelle90@example.net,N,73.6,219.8,Engineer,102185.23,LI91570099,Universal,2019-05-23,2078-05-08,760000.0,123.12,Monthly,2610.12,14.0,Active,Preferred Plus,Approved,Richard,Castillo,Parent,Primary,100.0,41452 Vaughan Harbor,Hillshire,CA,90295,535-409-0435x18406,dana65@example.org,2023-03-03,123.12,Bank Transfer,Completed,ACH-61257019,2023-03-03,0.0,System
Tanner,Phillips,1950-04-26,M,613 Christopher Row Suite 530,West Jeffreyborough,AR,40780,607-778-1109x6598,stephen63@example.net,N,66.3,180.2,Nurse,64226.11,LI07145033,Whole Life,2015-05-24,2040-05-17,310000.0,279.0,Monthly,11661.71,10.0,Active,Preferred,Approved,Jerry,Phillips,Sibling,Primary,100.0,483 Hill Land Suite 726,West April,MN,44510,+1-800-823-0972x96782,armstrongderrick@example.net,2024-09-03,279.0,Credit Card,Completed,CC-35171764,2024-09-03,0.0,Customer Service
Nicholas,Hall,1954-08-22,M,3564 Bolton Mountain,West Christopherberg,AR,35432,001-561-287-2346x01367,stevenwise@example.net,Y,65.0,165.6,Project Manager,78425.12,LI36230745,Universal,2020-05-22,2049-05-15,460000.0,931.5,Quarterly,4432.16,15.0,Surrendered,Standard,Approved,,,,,,,,,,,,2020-05-22,931.5,Bank Transfer,Pending,ACH-46493252,2020-05-22,0.0,System
Robin,Thomas,1944-06-01,F,3231 Curtis Mountain Suite 814,Nicholasmouth,VA,38241,370.319.4539,bdickson@example.com,Y,65.3,168.0,Doctor,139334.49,LI94403778,Whole Life,2015-05-24,2034-05-19,1040000.0,13000.0,Annually,40800.82,10.0,Active,Standard,Approved,Thomas Family,Trust,Trust,Primary,100.0,74646 Derek Key Apt. 747,Jacksonshire,OH,75749,001-938-235-9301x6849,ljones@example.org,2025-05-17,13000.0,Bank Transfer,Completed,ACH-51487012,2025-05-21,0.0,Agent
Charles,Wright,1983-09-28,M,11669 April Field,Martinchester,KS,91181,588-869-4611x9524,adam27@example.org,N,63.9,153.6,Office Manager,34558.2,LI78012177,Term,2015-05-24,2030-05-20,470000.0,12.69,Monthly,0.0,0.0,Active,Preferred Plus,Approved,Kara,Wright,Child,Primary,23.0,11669 April Field,Martinchester,KS,91181,565.940.2347x1451,donna02@example.net,2020-10-20,12.69,Bank Transfer,Completed,ACH-03353179,2020-10-24,0.0,Auto-Payment
Stephanie,Morrison,1956-03-31,F,5735 David Manors,Millerstad,AZ,62044,(410)587-0826x9718,ajohnson@example.com,N,64.3,159.5,Construction Worker,31899.71,LI40530099,Whole Life,2022-05-22,2053-05-14,160000.0,432.0,Quarterly,1013.88,17.0,Active,Preferred,Approved,Thomas,Morrison,Spouse,Primary,100.0,753 Donna Stream,Katiemouth,WV,56033,8047270983,jill89@example.com,2023-08-15,432.0,Cash,Completed,CSH-22946473,2023-08-15,0.0,System
Ann,Williams,1951-11-06,F,269 Paul Ranch,Riceside,VI,02005,+1-318-645-1462x70482,ericfarmer@example.net,Y,68.8,223.0,Real Estate Agent,29744.09,LI04383400,Term,2022-05-22,2037-05-18,390000.0,43.88,Monthly,0.0,0.0,Active,Standard,Approved,Allen,Williams,Spouse,Primary,100.0,269 Paul Ranch,Riceside,VI,02005,(487)556-7071x8129,nnielsen@example.net,2024-12-07,43.88,Cash,Pending,CSH-02206841,2024-12-07,0.0,System
Richard,Watson,1964-07-13,M,582 Stephens Plain,Esparzaport,MH,01606,891-685-4880,karen00@example.com,N,74.4,207.9,Business Analyst,60864.38,LI83574194,Universal,2016-05-23,2055-05-14,390000.0,263.25,Monthly,9046.01,11.0,Active,Standard,Rated,Megan,Watson,Spouse,Primary,100.0,582 Stephens Plain,Esparzaport,MH,01606,(522)675-6175,emily17@example.org,2019-01-18,263.25,Cash,Completed,CSH-65504499,2019-01-08,13.16,Agent
Laura,Smith,1999-10-06,F,44817 Gutierrez Knoll Suite 868,Danielburgh,NH,56650,(328)392-8664x649,davisallen@example.com,N,69.4,204.8,Consultant,24204.09,LI84380087,Whole Life,2024-05-21,2098-05-03,190000.0,30.78,Monthly,47.31,19.0,Active,Preferred Plus,Approved,Kevin,Smith,Spouse,Primary,18.0,277 Heather Prairie Apt. 269,Port Nicholasshire,TX,88501,490-560-8276x100,lisa20@example.net,2024-06-20,30.78,Bank Transfer,Completed,ACH-35490969,2024-06-20,0.0,Customer Service
Maria,Wu,1958-08-12,F,3911 Moody Plain,North Thomas,KY,71420,(507)636-5118,simmonsmichael@example.com,N,64.9,154.2,Marketing Specialist,51333.44,LI57179958,Term,2020-05-22,2040-05-17,670000.0,60.3,Monthly,0.0,0.0,Active,Preferred,Approved,Jessica,Wu,Sibling,Primary,100.0,80280 George Fall,Kellyfurt,NE,11431,001-765-917-5866x626,evansjeffery@example.net,2023-11-03,60.3,Bank Transfer,Completed,ACH-25263074,2023-11-03,0.0,Agent
Jordan,Peters,1985-11-29,M,63578 Emily Forks,Grantville,TN,19625,239-774-3699,angela57@example.com,N,68.1,191.3,Civil Engineer,36171.83,LI37554180,Universal,2019-05-23,2079-05-08,200000.0,54.0,Monthly,1300.19,14.0,Active,Standard,Approved,Matthew,Peters,Child,Primary,100.0,63578 Emily Forks,Grantville,TN,19625,3958471774,sfreeman@example.com,2022-12-10,54.0,Check,Completed,CHK-38852529,2022-12-03,10.0,Agent
Christy,Sanders,1973-09-14,F,74510 Dennis Manors Apt. 436,New Joshua,PA,65200,361.603.1310x09431,nicolelyons@example.com,N,65.7,166.5,Receptionist,49161.24,LI45854488,Variable,2017-05-23,2065-05-11,250000.0,354.38,Quarterly,4253.49,12.0,Active,Standard,Approved,Ryan,Jackson,Parent,Primary,100.0,1747 Joshua Knolls Suite 224,Lake Bradley,PA,56439,325-849-7806x437,nealjaime@example.net,2021-10-24,354.38,Cash,Completed,CSH-42118388,2021-10-29,0.0,Agent
Jeffrey,White,1969-10-29,M,2791 Rachel Course,Lake Aprilland,ND,33306,(368)598-5932x13596,cardenasshawn@example.net,N,69.0,190.4,Driver,38871.01,LI76875416,Variable,2015-05-24,2059-05-13,230000.0,108.67,Monthly,6084.05,10.0,Active,Standard,Approved,Sarah,White,Spouse,Primary,64.0,2791 Rachel Course,Lake Aprilland,ND,33306,(577)977-0550,kerrcharles@example.net,2018-10-05,108.67,Cash,Completed,CSH-21513256,2018-10-05,0.0,Agent
Kevin,Marshall,1986-08-27,M,7766 Ballard Island Suite 602,Hallland,MI,11303,588-781-4311x1508,emilywright@example.net,Y,69.4,186.4,Engineer,131988.0,LI08838497,Variable,2021-05-22,2082-05-07,1460000.0,1103.76,Quarterly,7243.85,16.0,Active,Standard,Approved,Kelly,Marshall,Child,Primary,77.0,764 Rachel Plain Suite 795,South Cesar,KY,00956,+1-530-870-9063,andersonstacy@example.org,2023-05-10,1103.76,Cash,Completed,CSH-84371510,2023-05-12,0.0,System
Stephanie,Sanchez,1977-02-22,F,5330 Valerie Manors,Craigburgh,FL,38920,001-274-709-8537x20335,rossdavid@example.org,N,66.9,182.1,Civil Engineer,59371.11,LI60791204,Variable,2016-05-23,2068-05-10,710000.0,178.92,Monthly,11930.22,11.0,Active,Preferred,Rated,Rebecca,Riley,Parent,Primary,100.0,30695 Steele Mountains Apt. 308,East Donnahaven,NJ,70109,327-924-4069x53517,clineangela@example.org,2019-02-03,178.92,Cash,Completed,CSH-70755369,2019-02-07,0.0,Customer Service
Michael,Craig,2001-08-22,M,0810 Thomas Skyway Apt. 342,Francesberg,MP,08631,001-843-580-5719x838,heather06@example.com,N,73.4,235.7,Civil Engineer,34001.55,LI96772948,Whole Life,2019-05-23,2095-05-04,170000.0,68.85,Monthly,1480.8,14.0,Active,Substandard,Approved,Susan,Craig,Spouse,Primary,16.0,4281 Janice Stream Suite 983,Waterston,NH,35559,+1-488-249-5912x609,jeffreyramsey@example.com,2024-10-23,68.85,Credit Card,Completed,CC-32691486,2024-10-23,0.0,Customer Service
Ruth,Vega,1949-08-05,F,97535 Ortiz Greens,West Tabithaton,ID,88224,+1-980-827-3042,robertpeck@example.net,N,65.9,179.3,Accountant,66067.43,LI43128746,Universal,2018-05-23,2042-05-17,570000.0,384.75,Monthly,11230.52,13.0,Active,Standard,Approved,Jose,Vega,Sibling,Primary,100.0,70144 Webb Squares Suite 892,Petersville,VA,19544,+1-859-683-3991x97936,davidjones@example.net,2020-03-13,384.75,Credit Card,Completed,CC-61806321,2020-03-13,0.0,System
Deborah,Anderson,1988-04-24,F,5107 Charles Forest Suite 251,West Justin,NV,71701,001-449-680-8412x411,cassandra53@example.net,Y,65.0,170.7,Construction Worker,35878.59,LI13730637,Universal,2018-05-23,2081-05-07,200000.0,25.92,Monthly,514.89,13.0,Active,Preferred Plus,Approved,Stacey,Anderson,Child,Primary,100.0,5107 Charles Forest Suite 251,West Justin,NV,71701,001-782-345-5381,toddheath@example.org,2025-02-15,25.92,Bank Transfer,Completed,ACH-77376314,2025-02-15,0.0,System
Charles,Wright,1983-09-28,M,11669 April Field,Martinchester,KS,91181,588-869-4611x9524,adam27@example.org,N,63.9,153.6,Office Manager,34558.2,LI78012177,Term,2015-05-24,2030-05-20,470000.0,12.69,Monthly,0.0,0.0,Active,Preferred Plus,Approved,Kara,Wright,Child,Primary,23.0,11669 April Field,Martinchester,KS,91181,565.940.2347x1451,donna02@example.net,2018-04-03,12.69,Bank Transfer,Completed,ACH-86260293,2018-04-08,0.0,Auto-Payment
Drew,Miller,1987-01-22,M,9161 Smith Bridge Apt. 218,South Anneland,SD,38076,534-947-6094,vroberts@example.org,N,65.4,188.7,Attorney,243210.32,LI13554413,Universal,2016-05-23,2078-05-08,1800000.0,311.04,Monthly,9512.69,11.0,Active,Preferred,Approved,Brett,Wells,Parent,Primary,100.0,88575 Joseph Lakes Apt. 164,Lake Austin,CO,15034,001-480-382-9548x5211,barbara46@example.org,2020-11-28,311.04,Cash,Completed,CSH-79637836,2020-11-28,0.0,System
Bradley,Kidd,1980-10-10,M,51272 Chavez Alley,Boonefurt,MI,92092,(622)941-9768x7849,qgallegos@example.org,N,69.1,194.7,Receptionist,34675.04,LI06757297,Indexed Universal,2018-05-23,2073-05-09,240000.0,51.84,Monthly,1146.18,13.0,Active,Preferred Plus,Approved,John,Brewer,Parent,Primary,100.0,67164 Allen Key,West Michaelport,VA,88712,(726)305-5385x5588,robinsonjoseph@example.com,2019-08-16,51.84,Bank Transfer,Completed,ACH-66742809,2019-08-16,0.0,Customer Service
Ethan,Parker,1982-09-19,M,0606 Brewer Dam Suite 403,Lake Jennifer,LA,49453,9566658833,jonesethan@example.net,N,66.8,210.3,Retail Associate,58950.94,LI46471669,Indexed Universal,2019-05-23,2076-05-08,590000.0,212.4,Monthly,3935.36,14.0,Active,Standard,Rated,Loretta,Parker,Spouse,Primary,100.0,9808 Price Path,Clarkshire,WY,59897,884-656-2713x70244,anne90@example.net,2024-04-26,212.4,Cash,Completed,CSH-27501646,2024-04-26,0.0,Agent
Sara,Parker,1970-12-16,F,2150 Mejia Branch,Rebekahbury,MA,26612,001-413-518-4560x59934,davidrobbins@example.org,N,65.6,153.2,Graphic Designer,64951.04,LI32032311,Variable,2024-05-21,2069-05-10,600000.0,283.5,Monthly,338.29,19.0,Active,Standard,Approved,Riley,Parker,Spouse,Primary,59.0,53523 Hickman Viaduct,Scottville,FL,34675,297-778-7268x5655,aprilyoung@example.org,2025-02-15,283.5,Cash,Completed,CSH-11663875,2025-02-15,0.0,System
Brian,Tanner,1972-08-23,M,30366 Michael Heights,Lake Paul,FM,94197,772-313-1451,sandra10@example.net,N,74.3,206.9,Pharmacist,147267.18,LI47859998,Universal,2017-05-23,2064-05-11,1410000.0,571.05,Monthly,17480.33,12.0,Active,Standard,Approved,Melissa,Hodge,Parent,Primary,40.0,67655 Shelly Ranch Suite 697,Brownburgh,DC,26363,(644)499-5143x7043,catherine62@example.com,2023-02-21,571.05,Check,Completed,CHK-33009182,2023-02-21,0.0,Auto-Payment
Michael,Whitney,1984-02-08,M,097 Coffey Tunnel Apt. 097,New Cristina,RI,50333,(830)491-3075,avaughn@example.net,N,70.8,203.0,Doctor,219755.1,LI29441497,Variable,2024-05-21,2083-05-07,2670000.0,672.84,Monthly,1368.88,19.0,Active,Preferred,Approved,Dwayne,Whitney,Sibling,Primary,36.0,66615 Betty Union,New Joseph,NH,93274,5212501343,nmoore@example.net,2025-01-16,672.84,Check,Completed,CHK-54857705,2025-01-16,0.0,Customer Service
Terry,Wood,1990-12-13,M,07256 Jennifer Station Suite 941,New Brianmouth,IA,62227,(499)200-4896x465,jorgegordon@example.com,N,69.8,186.3,Marketing Specialist,58480.59,LI52783220,Term,2017-05-23,2027-05-21,490000.0,196.0,Annually,0.0,0.0,Active,Standard,Approved,Christopher,Wood,Child,Primary,100.0,07256 Jennifer Station Suite 941,New Brianmouth,IA,62227,759.942.5016x5755,adrienne32@example.net,2021-05-22,196.0,Credit Card,Completed,CC-88304551,2021-05-22,0.0,Agent
Gina,White,1946-01-08,F,4111 Justin Falls Suite 124,Gregoryton,RI,43137,(700)646-1526,hdavid@example.org,N,64.6,189.4,Firefighter,26082.85,LI18100981,Universal,2016-05-23,2037-05-18,260000.0,263.25,Monthly,8237.58,11.0,Active,Substandard,Approved,Kaylee,Patterson,Parent,Primary,100.0,25804 Park Fort,South Tinamouth,NJ,17130,312-971-6810,omccullough@example.com,2022-03-23,263.25,Bank Transfer,Completed,ACH-25482522,2022-03-23,0.0,Agent
Shelia,Baker,1962-01-08,F,1893 Bauer Brooks Suite 906,Moralestown,OK,23268,(788)349-8745,mariahwang@example.net,N,62.8,169.6,Pharmacist,110620.82,LI80288110,Whole Life,2017-05-23,2054-05-14,610000.0,3088.12,Quarterly,30592.23,12.0,Active,Substandard,Approved,Jeremy,Johnson,Parent,Primary,100.0,35279 Allen Camp Suite 162,Moralesview,NJ,69774,001-848-860-5641x310,cbuck@example.net,2021-05-02,3088.12,Cash,Completed,CSH-36357686,2021-05-02,0.0,System
Dorothy,Hill,1980-12-20,F,79788 Ashley Grove Suite 807,South Curtis,MP,86179,001-834-407-4517x13395,kristenli@example.org,N,62.8,182.3,Physical Therapist,41528.71,LI30646017,Whole Life,2015-05-24,2070-05-10,190000.0,85.5,Monthly,3292.17,10.0,Active,Standard,Approved,Hill Family,Trust,Trust,Primary,100.0,26939 Watson Freeway,New Christineberg,ID,91091,731.235.1485,yjohnson@example.com,2020-08-25,85.5,Cash,Completed,CSH-01914195,2020-08-25,0.0,Auto-Payment
Michael,Craig,2001-08-22,M,0810 Thomas Skyway Apt. 342,Francesberg,MP,08631,001-843-580-5719x838,heather06@example.com,N,73.4,235.7,Civil Engineer,34001.55,LI96772948,Whole Life,2019-05-23,2095-05-04,170000.0,68.85,Monthly,1480.8,14.0,Active,Substandard,Approved,Susan,Craig,Spouse,Primary,16.0,4281 Janice Stream Suite 983,Waterston,NH,35559,+1-488-249-5912x609,jeffreyramsey@example.com,2023-08-30,68.85,Credit Card,Completed,CC-52502416,2023-08-30,0.0,System
Kurt,Goodman,1975-02-05,M,2526 Caldwell Expressway Apt. 416,Danielborough,NV,38737,8518337937,hgray@example.net,N,69.3,207.3,Police Officer,54444.02,LI30009867,Term,2019-05-23,2034-05-19,320000.0,12.96,Monthly,0.0,0.0,Active,Preferred Plus,Approved,Calvin,Goodman,Child,Primary,27.0,2526 Caldwell Expressway Apt. 416,Danielborough,NV,38737,(563)305-9683x2823,okennedy@example.com,2023-05-02,12.96,Cash,Completed,CSH-57597855,2023-05-02,0.0,Customer Service
Jimmy,Ayers,1965-08-30,M,2059 Mason Knolls,Larsonmouth,FM,10638,833-360-8090x1014,oconnorcarol@example.com,Y,73.3,200.9,Engineer,110462.57,LI41460016,Term,2024-05-21,2044-05-16,950000.0,160.31,Monthly,0.0,0.0,Active,Substandard,Approved,Michelle,Ayers,Spouse,Primary,90.0,2059 Mason Knolls,Larsonmouth,FM,10638,001-445-576-7631x41319,gregoryperez@example.com,2025-02-12,160.31,Credit Card,Completed,CC-20815333,2025-02-15,0.0,System
Thomas,Gonzalez,1997-06-24,M,71210 Jennifer Harbors,East Kenneth,LA,64576,305.977.7196,bennettjenna@example.com,Y,71.4,161.3,Designer,48017.87,LI16972302,Universal,2024-05-21,2096-05-03,370000.0,47.95,Monthly,60.28,19.0,Active,Preferred,Approved,Kayla,Gonzalez,Sibling,Primary,100.0,1693 Stuart Courts Suite 568,Lake Megan,MO,70602,001-214-315-5014x57004,pgood@example.org,2024-10-18,47.95,Credit Card,Completed,CC-45716861,2024-10-18,0.0,Auto-Payment
Leslie,Torres,1996-08-28,F,429 Mary Rapids,Knightton,UT,39565,(828)998-6061x065,jesusavila@example.com,N,64.6,185.2,Pharmacist,88383.36,LI79852736,Variable,2017-05-23,2088-05-05,900000.0,136.08,Monthly,5435.4,12.0,Active,Preferred,Approved,Kelly,Torres,Sibling,Primary,100.0,51600 Jonathan Ford Suite 835,North Brandonfort,AZ,95139,360.734.5300x734,timothysherman@example.org,2019-10-10,136.08,Cash,Completed,CSH-10697044,2019-10-10,0.0,Customer Service
