FirstName,LastName,BirthDate,Gender,Address,City,State,ZipCode,CreditScore,MaritalStatus,DriverLicenseNumber,Make,Model,Year,VIN,Color,VehicleType,EstimatedValue,AnnualMileage,PolicyNumber,EffectiveDate,ExpirationDate,PremiumAmount,CoverageType,Deductible,LiabilityLimit,ComprehensiveCoverage,CollisionCoverage,UninsuredMotoristCoverage,ClaimNumber,DateOfIncident,DateReported,IncidentDescription,IncidentLocation,ClaimAmount,SettlementAmount,ClaimStatus,FaultFlag
Gloria,Gallegos,2005-01-05,F,851 Penny Park Apt. 614,East David,AS,51998,754,W,AS94135644,Mercedes,E-Class,2012,UGA4FEGYYJ5N860AT,Red,Sedan,6391,14499,P603736299,2024-05-21,2027-05-21,230.08,Standard,500,25000,0,1,1,,,,,,,,,
Tina,Bird,1947-06-20,F,725 Shaw Streets Suite 211,East Erichaven,MT,02289,429,W,MT11797119,Tesla,Model X,2017,BJSAD0J2NGELHNCON,Black,SUV,18082,17671,P210727965,2022-05-22,2024-05-21,945.18,Custom,2000,500000,1,1,0,,,,,,,,,
David,Koch,1972-11-08,M,6343 Matthew Rapid,Brittneyland,MO,13694,491,D,MO57439230,Chrysler,Voyager,2017,G6T7CYX97I98UFQAU,White,Truck,27883,19153,P984942895,2024-05-21,2027-05-21,1104.17,Standard,2000,250000,0,1,1,,,,,,,,,
Lori,Green,1997-09-12,F,773 Nicholas Track,New Deborah,SD,52891,312,S,SD02533636,Subaru,Legacy,2013,K9ZYEREPRDLX9H4AV,Gold,Wagon,9386,13893,P087450969,2022-05-22,2024-05-21,439.26,Premium,1000,50000,0,0,1,,,,,,,,,
Jennifer,Parker,2006-07-20,F,11686 Quinn Extension Apt. 522,South Hunter,GA,14950,408,W,GA92361546,Buick,Verano,2020,U4VQW7Z764HSRTSM3,Beige,Sports Car,32572,23376,P997321142,2024-05-21,2025-05-21,2462.44,Standard,1000,25000,1,1,0,,,,,,,,,
Matthew,Bray,1961-04-16,M,14415 Donna Street Apt. 117,East Alexanderborough,WI,61862,769,S,WI44122693,Volkswagen,Arteon,2023,YBKHTAB92WC3BNECJ,Beige,Wagon,43092,14682,P079156651,2024-05-21,2025-05-21,1137.63,Custom,250,100000,0,0,1,,,,,,,,,
Linda,Bennett,1940-07-19,F,556 Lisa Street,Port Sarahshire,MP,78646,767,W,MP61934108,Audi,A6,2006,C031VGLIVHO8KTO9Q,White,Sedan,2014,22171,P110272952,2022-05-22,2024-05-21,75.4,Premium,2000,25000,1,1,1,C49258699,2023-11-17,2023-11-30,Hit and run accident,"620 Michael Summit, North David, WY",1327.62,,Open,0.0
Charles,Glass,1993-06-23,M,655 Rowland Gardens,Port Christinaborough,ID,70685,646,W,ID55298513,Lexus,ES,2022,SOSZ0D3MPV9WXN91T,Silver,Sedan,25428,20683,P698702293,2022-05-22,2025-05-21,1190.03,Premium,1000,100000,0,1,1,C45846936,2022-12-19,2022-12-23,Theft of vehicle,"690 Wilkerson Shoal, Simpsonburgh, DE",11678.46,8587.41,Closed,1.0
Sarah,Christian,1998-07-19,F,5354 William Plaza,Powellbury,GA,10833,604,S,GA56538687,Nissan,Titan,2020,VM3I0GXHC660UJRIH,Brown,Truck,7252,9163,P196409414,2023-05-22,2026-05-21,229.74,Basic,1000,1000000,0,1,0,,,,,,,,,
Barbara,Harris,2005-05-14,F,75482 Joseph Stravenue,Wardbury,MT,20372,695,M,MT60328680,Jeep,Cherokee,2008,WPVI06B8MSG4OGB1L,Silver,SUV,6507,10086,P755839808,2023-05-22,2026-05-21,418.73,Premium,500,1000000,0,1,0,C60460759,2024-11-20,2024-11-21,Fire damage,"78961 Kennedy Plaza Suite 512, South Rebeccamouth, AS",3520.7,,Under Investigation,1.0
Megan,Meadows,1996-03-21,F,18114 Stephen Hill Suite 701,Port Benjamin,OK,38586,651,W,OK94290873,Ford,Ranger,2014,WO7V1IZ4JQI55JSYX,Gray,Sports Car,10953,9787,P083488839,2023-05-22,2025-05-21,368.02,Basic,2000,1000000,1,0,1,C63144262,2024-01-11,2024-01-31,Hit and run accident,"702 Bailey Estates Apt. 763, Evansland, PR",5212.4,,Open,0.0
Jade,Jones,1951-02-11,F,83512 Berry Mill Apt. 827,New Benjaminside,ID,16266,827,S,ID54894574,Audi,A4,2005,2DCQ81UENSE13DWW8,Black,Sedan,2000,14323,P077395017,2023-05-22,2024-05-21,46.08,Basic,2000,250000,1,1,1,C18462572,2023-06-08,2023-06-10,Fire damage,"95171 Gregory Park Suite 433, Whitetown, MN",1496.78,,Under Investigation,1.0
Jaime,Richardson,1974-04-07,F,5254 Tracy Grove Apt. 715,North Lisaville,PR,32346,712,S,PR11360029,Volkswagen,ID.4,2013,G2YLFVGPIREXQWWFB,Yellow,Convertible,16852,9454,P366489683,2022-05-22,2025-05-21,657.23,Premium,250,50000,0,1,1,,,,,,,,,
Marissa,Hall,1989-08-26,F,62067 Sharon Well,Nancytown,VA,39611,358,D,VA04320534,Hyundai,Elantra,2018,R4F2ZDFPPWC1QY9MB,Orange,Sedan,4413,5793,P816430604,2022-05-22,2024-05-21,127.09,Basic,500,500000,1,0,1,,,,,,,,,
Thomas,George,1972-08-19,M,4303 Christopher Oval,Port Amandaberg,AK,17329,779,D,AK78116535,Mazda,MX-5 Miata,2008,XYWWSTIO1K7F5OA31,Green,Truck,8961,8221,P212632089,2023-05-22,2026-05-21,189.26,Basic,500,250000,0,1,1,,,,,,,,,
Patricia,Vaughn,1982-11-06,F,9332 Hernandez Summit Suite 687,Port John,PW,99426,641,S,PW00627698,Buick,Envision,2005,1284SEC275JT660J0,Gold,Truck,2000,20520,P635310054,2023-05-22,2026-05-21,63.36,Basic,1000,1000000,0,0,1,,,,,,,,,
Brett,Sandoval,1957-07-09,M,96522 Brittany Valley,Robintown,ND,92703,522,S,ND05468204,Kia,Sportage,2018,TKFTUWFV2TTUSWETY,Blue,Wagon,29420,7380,P909942177,2022-05-22,2024-05-21,1270.94,Standard,250,100000,1,1,0,C39871849,2023-07-06,2023-08-01,Side-impact collision,"734 Booth Parks Apt. 776, New Lisa, OR",14144.13,,Open,1.0
Brian,Donaldson,1980-12-11,M,800 Davis Squares,Rhondaside,MA,08819,685,D,MA76008663,Audi,A4,2013,6C5TG8BKA8V0IGBV7,Black,Luxury,26911,20257,P267997711,2024-05-21,2025-05-21,1243.29,Custom,2000,1000000,1,0,1,,,,,,,,,
Deborah,Shelton,1999-10-24,F,644 Blake Pike Suite 916,Knightstad,MA,38303,356,S,MA99971882,Kia,Soul,2012,NVV1GFBCHZ6PUF3ED,Gray,Hatchback,15174,23848,P225437565,2023-05-22,2026-05-21,600.89,Custom,500,100000,1,1,0,,,,,,,,,
Stephen,Cooper,1940-05-06,M,6945 Villa Points Apt. 192,Lake Javierburgh,ID,34964,829,D,ID44461660,Buick,Regal,2005,DYF7BND1GAFUNH7I3,Red,Van,2000,7181,P515135629,2022-05-22,2025-05-21,63.36,Custom,1000,250000,0,1,1,,,,,,,,,
Valerie,Crawford,1973-03-29,F,61692 Morris Common Suite 447,Jacksonmouth,MN,46578,517,S,MN59331184,Honda,Accord,2014,LBU9W3GGO9DVWS3KC,Yellow,Luxury,14875,10157,P999534108,2023-05-22,2024-05-21,824.67,Custom,250,50000,1,1,1,,,,,,,,,
Peter,Jackson,1964-07-22,M,3902 Kylie Roads,Stricklandtown,OH,64328,791,W,OH02274817,Chevrolet,Tahoe,2023,9GXEKBZCMLOX8GCT3,Silver,Convertible,14362,15589,P442505300,2022-05-22,2025-05-21,448.09,Premium,1000,50000,1,0,1,,,,,,,,,
Robert,Lopez,1946-07-01,M,885 Erickson Shoal,Port William,MA,17548,374,S,MA48932345,Honda,Pilot,2007,A169DTQM73D9I4BIV,White,Wagon,2348,13156,P122113576,2022-05-22,2023-05-22,111.58,Custom,2000,100000,1,0,0,C85148788,2023-02-11,2023-03-03,Multi-vehicle collision on highway,"908 Garcia Rue Suite 785, Samanthaville, CA",519.53,,Under Investigation,1.0
Robert,Lopez,1946-07-01,M,885 Erickson Shoal,Port William,MA,17548,374,S,MA48932345,Jeep,Cherokee,2024,VMEAGWP82H6SGL5WR,Gray,SUV,33064,9046,P295535946,2024-05-21,2027-05-21,1728.32,Custom,2000,500000,0,1,1,,,,,,,,,
Victor,Potter,1941-10-26,M,52386 Myers Flat Apt. 097,Omarland,UT,80982,580,W,UT77163350,Kia,Sportage,2020,SVI4DPU8DERPN892K,Orange,Wagon,20412,11523,P481607155,2022-05-22,2025-05-21,1146.34,Premium,1000,1000000,0,0,0,,,,,,,,,
Christine,Brown,1947-01-19,F,772 Elizabeth Cape,Lake Michaelborough,WY,57474,392,W,WY61385815,Subaru,WRX,2015,T862VL1TKU04VPWYM,Brown,Truck,23440,24914,P970015002,2022-05-22,2024-05-21,1225.26,Custom,500,1000000,1,1,1,,,,,,,,,
Jeremy,Acosta,2001-06-02,M,0165 Stephanie Divide Suite 021,Port Deanna,MI,47968,538,D,MI72150722,Dodge,Charger,2020,VYB4XZ3MSKZO3I9LL,Orange,Van,26422,9873,P012790591,2023-05-22,2025-05-21,1569.47,Custom,1000,100000,0,1,1,,,,,,,,,
Rebecca,Sanders,1949-01-25,F,4767 Watson Ford,Andersonton,AK,32661,548,M,AK69372220,Ford,Escape,2017,5GHXCX8G4XU43LC6J,Orange,Luxury,27356,7698,P259675621,2023-05-22,2026-05-21,1323.59,Basic,500,1000000,1,0,0,C65843033,2025-02-06,2025-02-09,Flood damage,"564 Sweeney Curve Suite 368, West Donnaland, NC",12014.18,,Open,1.0
Jane,Wells,1997-01-14,F,45264 Davis Green,Gonzalezstad,MA,85334,534,D,MA71975249,Kia,Seltos,2024,8BQZACGBVQCEDNIQB,Blue,Truck,41822,22062,P718164608,2024-05-21,2027-05-21,1821.77,Custom,500,250000,0,0,1,,,,,,,,,
Melissa,Callahan,1980-11-29,F,92330 Patel Ranch Apt. 544,Stephaniehaven,SC,89538,785,W,SC53164007,Chevrolet,Silverado,2024,N68U1QP2WNV2MK48J,Red,Truck,13650,9484,P092085949,2022-05-22,2025-05-21,468.47,Premium,2000,25000,0,1,0,,,,,,,,,
Arthur,Burton,2005-08-14,M,876 Melody Ports Suite 872,West Zachary,NH,26211,591,M,NH09534242,Ford,Mustang,2025,FY9Y5EDM228GN0GX4,Beige,Hatchback,28311,15849,P177086558,2022-05-22,2023-05-22,1987.43,Premium,1000,250000,0,0,1,,,,,,,,,
Scott,Gonzalez,1993-10-29,M,0267 Wendy Vista,Kristenport,WA,33396,631,S,WA50921798,Chevrolet,Equinox,2023,46N05FL0463NA7HN9,Red,Sports Car,29578,10129,P192925633,2023-05-22,2025-05-21,1192.58,Basic,250,500000,0,1,0,,,,,,,,,
Laura,Cunningham,2005-12-05,F,891 Stanley Gateway Suite 562,North Dawnburgh,TN,66766,568,W,TN78018134,Kia,Optima,2021,9WIEEO9H5IHJQCYYP,Gold,Wagon,23146,5350,P877951585,2023-05-22,2026-05-21,1249.88,Standard,500,250000,0,1,1,C53815650,2024-12-14,2025-01-07,Windshield damage from debris,"8481 Andrew Hollow, Lake Ronaldland, GU",13391.63,,Open,0.0
Erika,Hill,1984-01-12,F,28309 Guerrero Springs Apt. 074,Rebeccafurt,VT,51392,824,W,VT10332114,Acura,MDX,2013,GE3BYJTH2FOE15H3Q,Gray,Hatchback,7767,20004,P122532048,2023-05-22,2025-05-21,205.05,Custom,2000,500000,0,1,1,,,,,,,,,
Dana,Holmes,1980-12-23,F,9081 Giles Greens Apt. 056,Jameston,NY,18757,573,M,NY46122330,Kia,Optima,2007,KVR6AX8KXXJ0LEBN5,Black,Sedan,2428,17946,P287575240,2023-05-22,2024-05-21,69.93,Basic,2000,100000,1,0,1,,,,,,,,,
Edward,Gutierrez,1982-12-23,M,4538 Diana Springs,Juanburgh,LA,08975,412,M,LA32966794,Chrysler,Sebring,2009,56K7SBFDGJ9KKU7IM,Blue,Convertible,2000,18913,P565002222,2023-05-22,2026-05-21,79.2,Custom,250,25000,1,1,1,,,,,,,,,
Christina,Robinson,1966-12-11,F,06011 Chang Islands Suite 178,Maxwellhaven,SD,01599,820,D,SD09906857,Dodge,Durango,2022,0JJ4UGG6SO049RGAC,Black,Sedan,24052,19969,P568207534,2024-05-21,2025-05-21,461.8,Basic,1000,1000000,1,1,1,,,,,,,,,
Samantha,Glover,1964-12-03,F,070 Clark Loop,Montgomerytown,VA,82342,594,W,VA76879785,Audi,A4,2012,TIGPR1HVTW5EJE32T,Yellow,Sedan,10624,5506,P480036678,2022-05-22,2025-05-21,420.71,Custom,2000,100000,0,1,0,,,,,,,,,
Debra,Sanders,1964-10-08,F,334 Desiree Walks Apt. 166,Tranton,MO,83960,784,D,MO02783338,Honda,Accord,2017,KB3PKBQY3OT760RS6,Yellow,SUV,4260,10291,P075007829,2024-05-21,2025-05-21,89.97,Basic,2000,25000,0,1,1,,,,,,,,,
James,Howe,1959-10-17,M,38497 Ryan Roads Apt. 223,New Judith,MO,72155,610,D,MO30644677,Hyundai,Tucson,2015,F633BQ6FWSKLWS8ON,Orange,Coupe,20317,7428,P140196288,2024-05-21,2025-05-21,702.16,Basic,2000,500000,0,0,1,C35407003,2024-05-26,2024-06-21,Collision with guard rail,"5006 Michael Square, South James, OR",4763.73,4386.14,Closed,1.0
Jodi,Richardson,1985-03-15,F,71162 Mullen Club,East Joshuaberg,UT,65555,301,W,UT95857069,Mercedes,A-Class,2013,5CUK5X6G2KRT47Z0A,Gold,SUV,17900,23587,P263783473,2024-05-21,2027-05-21,921.49,Premium,500,250000,0,0,0,C80329937,2024-12-02,2024-12-22,Multi-vehicle collision on highway,"929 Kristin Rest Suite 627, East Roberttown, KS",2758.71,,Under Investigation,1.0
Craig,Maldonado,1960-12-05,M,5190 Abbott Walk Suite 058,North Jacquelinestad,ME,14879,630,S,ME27691791,Hyundai,Venue,2023,H86DD372DTF2533UO,Green,Sports Car,59278,5766,P310730256,2024-05-21,2025-05-21,3286.37,Custom,250,100000,1,0,0,,,,,,,,,
Dwayne,Bowen,1944-12-24,M,64794 Perez Lodge Suite 631,Crosbystad,MD,24001,402,D,MD47344596,Buick,Envision,2018,Y6JZTRHXJNJ0KX69X,Gray,Hatchback,18326,21846,P316403961,2022-05-22,2023-05-22,1029.19,Premium,1000,25000,1,1,1,,,,,,,,,
Jessica,Jensen,1945-07-28,F,6843 Matthew Neck,New Ronaldton,VI,40384,752,D,VI42995159,Jeep,Wrangler,2020,7LXMZKG8JWNUK491R,Gold,Convertible,25137,9273,P589096451,2022-05-22,2024-05-21,723.95,Standard,250,500000,0,1,0,,,,,,,,,
Kimberly,Jones,2006-04-06,F,31421 Morgan Parkway,Dixonfort,FL,88056,747,S,FL15305653,Subaru,Crosstrek,2010,HQXUZRH22QOZ9G5YX,Beige,Van,7928,23262,P678608947,2023-05-22,2024-05-21,356.76,Standard,2000,50000,1,0,0,C86489710,2023-12-26,2024-01-18,Rear-end collision at intersection,"80049 Janet Estate, Port Dawnburgh, PR",3670.47,3003.85,Closed,0.0
Jamie,Howard,1962-10-16,F,78161 Calderon River Suite 931,Lake Jeremyport,PA,10959,344,W,PA31930086,Volkswagen,Tiguan,2006,HPMXPKN3B8PFY4QCY,Black,SUV,2878,18253,P339497723,2022-05-22,2025-05-21,148.16,Premium,500,50000,0,0,0,,,,,,,,,
Pamela,Carter,1982-01-02,F,6170 Garcia Points Suite 964,Gayport,NE,90161,336,W,NE20639995,Chrysler,Pacifica,2016,BNL7NFPE5HDPVQG52,Gold,Van,23800,16621,P357696861,2023-05-22,2026-05-21,685.44,Basic,500,50000,1,1,0,,,,,,,,,
Kelly,Foster,1989-05-30,F,034 Sanders Hollow Suite 726,Christieton,AZ,90934,322,M,AZ71980292,Ford,Edge,2008,L4JZWYIX7BRRBAI3A,White,Coupe,3885,15215,P225248755,2022-05-22,2025-05-21,139.86,Standard,2000,500000,1,1,1,,,,,,,,,
Isaac,Rhodes,1968-05-16,M,00225 Kline Road,Natalieland,WA,49341,323,D,WA53074007,Toyota,Corolla,2016,D2H5LOMZOLMYQA78C,White,Luxury,37077,12156,P520504765,2022-05-22,2025-05-21,2429.29,Premium,500,25000,1,0,1,,,,,,,,,
Wanda,Bowman,1977-04-14,F,30564 Jason Port Suite 376,Thomasberg,IN,32826,573,S,IN98834813,Ford,Escape,2005,M7VH30QBKERN6YJMK,Silver,Sedan,2000,13756,P421059973,2022-05-22,2024-05-21,57.6,Basic,500,50000,0,1,0,,,,,,,,,
Keith,Barton,1973-02-02,M,148 Weaver Throughway,Port Jenniferside,OH,29145,499,D,OH84877345,Tesla,Model 3,2009,JPMLNL7HA752A97PN,Brown,Truck,8738,12563,P149565515,2023-05-22,2025-05-21,276.82,Basic,500,25000,0,1,0,,,,,,,,,
Christopher,Williams,1960-04-18,M,9291 Danny Ranch,North Linda,GU,56365,402,D,GU20074316,Subaru,WRX,2020,DZDRHEZUL4AE6YA8S,White,SUV,21564,8015,P206730759,2022-05-22,2023-05-22,1110.11,Premium,1000,250000,1,0,1,,,,,,,,,
Bradley,Mitchell,2002-08-23,M,8277 Richard Ridges,Port Julie,NM,94107,425,W,NM38540345,BMW,5 Series,2015,KATV82HK89JSNCH1W,Green,Luxury,12395,20128,P730046080,2022-05-22,2025-05-21,1218.18,Premium,500,50000,1,1,0,,,,,,,,,
Colleen,Brock,1986-09-27,F,83172 Contreras Points Suite 798,Rivasside,NC,58947,451,W,NC54008958,Toyota,Corolla,2025,B2FLURMW3UQHWTEK1,Red,Convertible,27102,11105,P264662417,2023-05-22,2024-05-21,1268.37,Premium,2000,25000,1,1,0,,,,,,,,,
Andrew,Johnson,2007-03-10,M,6184 Ferguson Village,Levytown,OR,05356,652,M,OR10559379,Kia,Soul,2008,Q0V3WKH3J4CYGO6ZU,Gold,SUV,8218,18434,P234266986,2024-05-21,2027-05-21,528.83,Premium,250,25000,0,1,1,,,,,,,,,
Kathryn,Bradley,1964-05-27,F,91380 Michele Bridge Apt. 075,Moraburgh,GA,05136,497,M,GA11142177,Ford,Explorer,2015,V92BEEVG429I76BER,Gray,SUV,19612,7027,P591195432,2023-05-22,2024-05-21,1009.63,Premium,250,250000,0,1,0,C28020096,2023-07-06,2023-07-27,Side-impact collision,"97398 Garcia Estate Apt. 097, North Hayley, DE",7715.05,,Under Investigation,1.0
Nicholas,Cook,1942-05-26,M,277 Lisa Circles Suite 043,Port Jameston,MI,41866,458,W,MI81467947,Ford,Escape,2010,W8X17COPO9MNLR97O,Gray,Van,7890,19093,P098789757,2024-05-21,2027-05-21,443.1,Premium,250,25000,1,1,1,C18149013,2024-11-06,2024-11-15,Flood damage,"705 David Locks, Lake Julieville, OK",1716.09,,Under Investigation,1.0
Eugene,Fitzpatrick,1981-01-19,M,111 Alan Wall,West Melissamouth,NC,47253,565,D,NC05509557,BMW,X7,2006,X65ECC7JBS8VMWMFK,Blue,Luxury,2451,17809,P003321394,2023-05-22,2026-05-21,123.53,Standard,1000,50000,0,0,1,,,,,,,,,
Jonathan,Ramsey,1966-12-04,M,1283 Nicole Gateway Suite 218,Robertfurt,AR,55458,702,S,AR85252864,Mazda,CX-30,2016,M88BW69ZMQ9P7EQFJ,Black,Hatchback,25428,8042,P765439737,2024-05-21,2025-05-21,991.69,Premium,500,50000,0,0,1,,,,,,,,,
Anna,Acosta,1982-06-15,F,5793 Williams Islands Suite 029,South Williamland,NM,44773,789,S,NM05184115,Acura,MDX,2005,J8G5950NTLRACV1VM,Green,Sedan,2000,14871,P101198984,2023-05-22,2026-05-21,48.0,Standard,500,25000,1,1,1,C24606188,2025-05-08,2025-06-05,Fire damage,"83827 Anthony Stream, East Tonya, DC",1500.99,,Under Investigation,1.0
Jason,Ballard,1960-12-15,M,27341 Valenzuela Hill Apt. 431,North Michaelside,KY,26755,772,M,KY66784043,Buick,LaCrosse,2010,FF2WCFIE6KN0Q48GC,Orange,Convertible,9747,23476,P726275346,2022-05-22,2025-05-21,257.32,Custom,1000,500000,1,1,1,,,,,,,,,
Sean,Dickerson,1953-07-30,M,7633 Lawrence Crossing,East Williamshire,MS,95465,786,W,MS68268366,Honda,HR-V,2015,GVZMZBP3QUHO1DKIA,Green,Sedan,7670,16475,P171229450,2024-05-21,2025-05-21,220.9,Standard,250,1000000,0,0,0,,,,,,,,,
Justin,Hansen,1943-04-20,M,2151 Hudson Stream Apt. 976,South Jason,MH,59760,588,D,MH71585803,Acura,ILX,2010,S0EOARRWWS4FZRG4P,Gold,Sedan,10883,20363,P520994607,2022-05-22,2023-05-22,517.16,Custom,500,250000,1,0,1,,,,,,,,,
Bryan,Ramirez,1979-06-10,M,15391 Linda Turnpike Apt. 074,Lake Katherine,FM,96008,358,S,FM81252563,Mazda,Mazda3,2022,SMQP72T4YUR03IQHY,Brown,SUV,42591,24743,P690592784,2022-05-22,2024-05-21,1855.26,Custom,2000,500000,1,0,1,,,,,,,,,
Hunter,Nguyen,1980-10-07,M,834 Andrew Plain,Rhodesland,SD,67582,393,M,SD57866036,Acura,RLX,2021,HHORBLB8TNJXCMLZT,Gray,Van,23122,12845,P318439639,2023-05-22,2026-05-21,915.63,Custom,250,100000,1,0,0,,,,,,,,,
Danielle,Baker,1950-04-13,F,0827 Stone Corners Suite 225,Marshallview,IL,98389,734,M,IL65430346,Audi,A3,2021,5BO81241UWNZAF9KW,Beige,Sedan,8003,7935,P542117977,2023-05-22,2026-05-21,288.11,Standard,2000,25000,0,0,1,,,,,,,,,
Eric,Joyce,1985-12-13,M,86490 Samantha Passage Apt. 866,South Donnashire,MH,33712,709,M,MH03135280,BMW,X7,2016,9T0Z4O75RDDHNSGFS,Blue,Sedan,12393,18710,P323138829,2023-05-22,2024-05-21,371.79,Standard,2000,50000,0,0,0,,,,,,,,,
Nicole,Wilson,1986-09-24,F,0650 Elizabeth Cliffs,Monroeburgh,VT,04457,533,W,VT35491332,Lexus,RX,2008,3SLA5GM4GSD5BGKMQ,Brown,Luxury,2490,17280,P708276075,2023-05-22,2024-05-21,163.14,Premium,1000,100000,1,1,0,,,,,,,,,
Lisa,Williams,1965-03-16,F,670 Carol Alley,Ninafurt,NJ,45766,845,S,NJ83034236,Nissan,Frontier,2022,6OOJJDP5J7QMG1K4O,Beige,Convertible,10646,18507,P603046747,2022-05-22,2025-05-21,204.4,Basic,250,50000,1,0,0,,,,,,,,,
Jared,Roth,1962-11-11,M,082 Martin Club Suite 322,West Carolyn,NM,16010,729,M,NM43198597,Mercedes,GLC,2012,4XCRWDWF1TQV0R095,Silver,Luxury,16623,11707,P406192711,2023-05-22,2025-05-21,907.62,Premium,250,1000000,1,1,1,,,,,,,,,
Rebecca,Brooks,1982-12-16,F,010 Hannah Mall,Jamesside,KS,33627,668,S,KS09445965,Honda,Civic,2009,PUOLXPOUV75D3NMYB,Green,Convertible,2000,5755,P622803194,2022-05-22,2024-05-21,66.0,Custom,2000,50000,0,0,1,,,,,,,,,
Megan,Park,1968-06-12,F,28685 Amanda Rapid,Mahoneymouth,FM,72601,357,M,FM60494453,Honda,Odyssey,2012,RCYBRXODHS6JHB0C1,Green,Van,16701,16514,P355038473,2023-05-22,2026-05-21,781.61,Premium,500,100000,1,0,0,,,,,,,,,
Megan,Meadows,1996-03-21,F,18114 Stephen Hill Suite 701,Port Benjamin,OK,38586,651,W,OK94290873,Honda,Odyssey,2015,SE00HU3X5U7DF891Q,White,Van,4505,10679,P404710104,2023-05-22,2025-05-21,175.7,Premium,250,500000,0,1,0,,,,,,,,,
Matthew,Patterson,1947-10-29,M,9125 Douglas Divide,Port Timothy,CT,35170,623,S,CT69342130,Subaru,Impreza,2017,3HIO0A89JPTT0IX1S,White,Sports Car,29788,22491,P955557353,2024-05-21,2025-05-21,2342.05,Premium,1000,25000,1,0,1,C61131670,2025-03-12,2025-04-08,Theft of vehicle,"039 Clark Island Apt. 621, Markton, MS",10831.95,,Under Investigation,0.0
Phyllis,Walls,1969-08-17,F,4968 Jon Crest,Thompsonmouth,CA,38956,682,M,CA43849394,Volkswagen,Passat,2025,TULR7Z3UORWAOBC3O,Beige,Coupe,30582,6191,P919151983,2024-05-21,2027-05-21,1009.21,Custom,250,250000,0,0,1,,,,,,,,,
Matthew,Alexander,1970-09-26,M,6039 Andrew Isle,West Samanthatown,OK,96060,427,M,OK47387508,Lexus,NX,2018,08CYDVXVXYI1O46MZ,Black,SUV,15297,24008,P060135480,2022-05-22,2024-05-21,787.49,Premium,250,50000,0,1,1,,,,,,,,,
Derek,Long,1976-05-07,M,46013 Wise Mills,Lake Virginia,NJ,26607,679,W,NJ41748263,Chevrolet,Traverse,2010,VF16185IBJUBI6MGH,Blue,Sedan,3998,13017,P757850176,2024-05-21,2026-05-21,119.94,Standard,250,500000,0,0,0,,,,,,,,,
Angela,Smith,2002-05-29,F,7232 Mills Loop Apt. 290,Lake Vincent,CO,12038,501,D,CO33516881,Honda,Fit,2013,92DEFQGSEM2FITGUK,Blue,Sports Car,13919,20435,P246007775,2023-05-22,2025-05-21,1367.96,Premium,500,100000,1,1,1,,,,,,,,,
Claudia,Gordon,1995-12-21,F,7112 Timothy Inlet,Donmouth,ID,78836,575,M,ID20680943,BMW,3 Series,2013,ZWPD1OTXS3FEWSM91,Gold,SUV,16834,13402,P944434178,2024-05-21,2027-05-21,666.63,Standard,1000,100000,1,0,0,,,,,,,,,
Marcus,Johnson,1977-05-07,M,1760 Thompson Forge,Annabury,NJ,68657,591,M,NJ87925560,Acura,NSX,2007,SFJHUPTOUBMMZH5HS,Green,Wagon,4587,9121,P565258635,2022-05-22,2024-05-21,181.65,Custom,2000,25000,0,1,0,C36367046,2024-03-30,2024-04-25,Collision with guard rail,"3177 Chapman Harbors Apt. 106, New Kimberly, KY",2420.93,1846.27,Closed,1.0
Sheila,Carroll,1972-12-31,F,999 Cameron Crossroad,East Jordanshire,GA,30380,594,W,GA56617694,Tesla,Cybertruck,2017,AGIVEE57B6WZLOOHV,Brown,Truck,30810,9316,P014006970,2022-05-22,2024-05-21,1586.1,Premium,1000,25000,0,0,0,,,,,,,,,
Sarah,Walker,1998-11-14,F,7787 Christopher Street,South Kaylaborough,NH,53129,659,S,NH37083033,Ford,Explorer,2013,HWE2C7MV5NLZL7HVW,White,SUV,17462,8168,P009793871,2024-05-21,2027-05-21,461.0,Basic,1000,1000000,0,1,1,,,,,,,,,
Kayla,Davis,1990-06-08,F,87794 Shannon Tunnel Apt. 425,South Johntown,FL,43389,461,S,FL76401545,Dodge,Ram 1500,2009,RUY5R8T9450XPOI73,Gold,Sports Car,2111,11140,P875714664,2024-05-21,2025-05-21,117.03,Custom,1000,100000,0,0,0,C13373803,2024-09-18,2024-09-19,Theft of vehicle,"26015 Matthew Wall, West Tammy, SD",576.86,430.0,Closed,0.0
Randall,Collins,1998-06-02,M,1752 Martin Harbors,Michaelland,AS,23987,468,W,AS33340583,Jeep,Liberty,2011,YNR9155P1KSTH1RWL,Yellow,Coupe,5150,9202,P323542757,2022-05-22,2024-05-21,185.4,Standard,1000,100000,0,0,0,,,,,,,,,
Kathleen,Morris,1958-09-06,F,750 Cory Tunnel,Smithburgh,MA,58341,689,M,MA97757516,Chrysler,Sebring,2016,QZVRHUM921VF37746,Blue,Hatchback,8117,7586,P886644828,2022-05-22,2023-05-22,379.88,Premium,500,500000,0,1,1,C50338271,2022-12-13,2022-12-24,Hit and run accident,"9761 Hull Square, West Tarachester, OR",2007.07,,Under Investigation,1.0
